cile;nazev.1;statni-prislusnost;vedidk_core_researcher;titul-pred;jmeno;prijmeni;vedoucí jméno;vedoucí příjmení;vedoucí vedidk;ORCID vedouci;researcherid vedouci ;scopusID vbedouci;druhy vedouci jmeno;druhy vedouci příjmeni;druhy vedouci vedidk;ORCID druhy vedouci;researcherid druhy vedouci ;scopusID druhy vedouci
Přítomnost podpovrchového oceánu pod ledovou slupkou Europy činí z tohoto Jupiterova měsíce jednoho z hlavních kandidátů na možnou existence života ve sluneční soustavě, a tedy i primární cíl pro budoucí výzkumné mise ESA a NASA. Nedávná pozorování kryovulkanické aktivity spolu s analýzou povrchové morfologie naznačují přítomnost kapalné vody také blízko pod povrchem. Cílem tohoto projektu je vyhodnocení chemicko-fyzikálních podmínek, za kterých může docházet ke vzniku přípovrchových ložisek kapalné vody uvnitř ledové slupky, a kvantitativní odhad jejich životnosti a možných důsledků z hlediska přenosu chemických prvků do oceánu. Pro dosažení těchto cílů vyvineme numerický model, který umožní simulovat dvoufázové tečení spolu s termo-kompozitní konvekcí poháněnou slapovým zahříváním. Studie přispěje k objasnění dynamiky Europy prostřednictvím počítačové verifikace současných geologických hypotéz a poskytne kvantitativní odhad zúčastněných transportních procesů.;Univerzita Karlova / Matematicko-fyzikální fakulta;CZ;2071681;RNDr.;Ondřej;Souček;Zdeněk;Martinec;5731550;0000-0002-7036-2571;M-9860-2017;7003376659;;;;;;
Navrhovaný projekt se zabývá teoretickým popisem dvou tříd pokročilých materiálů, které se vyznačují pozoruhodnými magnetickými vlastnostmi - supravodivých pniktidů železa a vrstevnatých iridátů typu A2IrO3. V prvním případě je cílem pochopení magnetismu a mechanismu supravodivosti na mikroskopické úrovni s využitím modelu založeného na dynamickém mísení spinových stavů valenční slupky 3d6 Fe2+, kvazidegenerovaných díky souhře krystalového pole a Hundovy vazby. Prozkoumány budou též vztahy k ostatním systémům vykazujícím podobné fyzikální chování. V případě vrstevnatých iridátů se díky silnému spinově-orbitálnímu propletení přenáší směrovost d-orbitalů do anizotropie spinových interakcí závislé na směru vazby. Naším cílem je detailní popis těchto interakcí v souvislosti s parametry materiálu. Jejich pochopení je klíčové pro návrh nových materiálů využívajících spinově-orbitálního propletení, například k realizaci Kitaevova modelu slibujícího využití při topologickém kvantovém počítání.;Masarykova univerzita / Středoevropský technologický institut;CZ;3387364;Mgr.;Jiří;Chaloupka;Josef;Taušer;4276817;;;;;;;;;
Celosvětové rozšíření významných mechanismů rezistence prostřednictvím úspěšných genetických elementů je rostoucím problémem současné medicíny, s obrovským dopadem na zdraví člověka, zvířat  a prostředí. Pochopení přenosu a šíření genů rezistence k antibiotikům v bakteriálních populacích je nezbytným předpokladem pro úspěšný boj s rapidně narůstající rezistencí k antibiotikům. Projekt je zaměřen na různé aspekty epidemických plazmidů spojených s rezistencí ke klinicky významným cefalosporinům, karbapenemům a fluorochinolonům izolovaných z různých bakterií a širokého prostředí. Bude studována struktura, plasticita a evoluce epidemických plazmidů stejně jako jejich potenciál se šířit a udržovat v bakteriálních komunitách i bez přítomnosti selekčního tlaku antibiotik. Role přídatných mechanismů a faktorů odpovědných za jejich udržování, šíření a zvyšování fitness bakteriálních hostitelů budou zhodnoceny a uvedeny do kontextu rezistence k antibiotikům. Projekt přinese nové informace o vlastnostech a rysech epidemických plazmidů stojících za jejich úspěchem.;Veterinární univerzita Brno / Fakulta veterinární hygieny a ekologie;CZ;8073236;RNDr.;Monika;Dolejská;;;;;;;;;;;;
Projekt se zaměřuje na často diskutovaný problém udržitelnosti nových urbanistických celků, který je ale málo prozkoumaný z hlediska cílů, strategií a záměrů, které výsledný produkt formují. Na příkladech projektů regenerace strategických městských ploch se ukazuje, jak je pro municipality složité najít kompromis mezi vlastní představou udržitelného města a zájmy developerů potažmo investorů, zohledňujících ekonomickou stránku projektů. Výzkum bude pracovat s hypotézou, podle které strategie developerů výrazně ovlivňují udržitelnost projektů regenerace. Projekt bude srovnávat přístup tří municipalit podobné velikosti z hlediska řízení projektů a spolupráce s developery. Na základě promítnutí strategií aktérů do území bude vytvořen odhad udržitelnosti projektů regenerace.;České vysoké učení technické v Praze / Fakulta architektury;CZ;9012338;Mgr.A.;Lucie;Doleželová;;;;;;;;;;;;
Podstatou projektu je popsat současný stav přijímacích řízení na české vysoké školy a připravit metodologii pro vývoj standardizovaných přijímacích testů. Projekt pokrývá celý cyklus vývoje testů – od stanovení cílů, návrhu testu, psaní, oponování a pretestování položek, až po zadání testu a jeho následnou validizaci. Zvláštní pozornost je věnována moderním psychometrickým nástrojům potřebným ke skórování studentů, kalibraci položek, detekci nevhodných položek, odhadu reliability a validity testu v komplexních designech, jakož i skórování a volbě položky v automatizovaných adaptivních testech. Teoretické poznatky jsou implementovány a demonstrovány na reálných datech z přijímacího řízení na lékařskou fakultu.;Ústav informatiky AV ČR, v. v. i.;CZ;1071130;RNDr.;Patrícia;Martinková;Karel;Zvára;;0000-0002-9229-782X;T-9790-2017;6602580167;;;;;;
"Cílem projektu je objasnit molekulární mechanismus rezistence k antibiotikům udílený ARE podrodinou ABC proteinů. Přestože jde o klinicky významné rezistenční determinanty, jejich rezistenční mechanismus zůstává nevyřešen. 
Podobnost ARE proteinů s translačními faktory spolu se skutečností, že tyto proteiny udílejí rezistenci výhradně k antibiotikům inhibujícím translaci, naznačuje, že by tyto proteiny mohly interagovat s ribosomy, a ovlivňovat tak vazbu antibiotika do zásahového místa. ARE proteiny však jsou asociovány s membránou, a to i přes to, že nemají žádnou transmembránovou doménu. Předpokládá se proto, že interagují s membránovým partnerem a spolu tvoří funkční transportér. Nelze vyloučit ani kombinaci obou mechanismů, tj. ochrana ribosomu a export antibiotika. Na třech modelových proteinech Vga(A), Msr(A) a Lmr(C) budeme testovat obě hypotézy mechanismu rezistence Zaměříme se na dva hlavní cíle, detailní charakterizaci funkčních částí Vga(A), Msr(A) a Lmr(C) proteinů a na systematické vyhledávání struktur interagujících s těmito proteiny.";Mikrobiologický ústav AV ČR, v. v. i.;CZ;6901409;Mgr.;Gabriela;Balíková Novotná;;;;;;;;;;;;
"Kosmické záření představuje významné zdravotní riziko pro lidi během dlouhodobých vesmírných misí. Aby se zajistila bezpečnost posádky a minimalizovalo se možné riziko, je nezbytné přesně znát charakteristiky radiačního pole ve vesmíru a jeho variace. Cílem tohoto projektu je podpořit českou účast v projektu ILSRA-2009-0778 ""Dose Distribution Inside the International Space Station - 3D"". Cílem experimentu DOSIS-3D je stanovení radiačního prostředí a jeho variací na palubě ISS pomocí různých detektorů poskytnutých asi 20 účastníky, za účelem získání 3D mapy rozložení dávek uvnitř ISS. Ústav jaderné fyziky AV ČR, v.v.i. je zodpovědný za poskytnutí termoluminiscenčních detektorů a detektorů stop v pevné fázi, které budou použity k získání relevantních parametrů (absorbovaná dávka, lineární přenos energie, dávkový ekvivalent). Interaktivní databáze vytvořená na základě všech získaných dat poslouží vědecké komunitě a poskytne nezbytné informace pro vytvoření standardů radiační ochrany během pilotovaných vesmírných letů.";Ústav jaderné fyziky AV ČR, v. v. i.;CZ;5514088;Ing.;Iva;Ambrožová;;;;;;;;;;;;
Cyklin-dependentní kinasy (CDKs) patří mezi proteinkinasy, které podporují buněčný cyklus, iniciaci replikace a mitosu. Otázka kompenzace CDKs při absenci komplexu CDK1/cyklin B během vstupu buňky do mitosy je stále nejasná. Proto bychom chtěli zkoumat a vysvětlit, zda-li  specifická potřeba komplexu CDK1/cyklin B může být překonána v nádorových buňkách modulací aktivity jiných CDKs. K dosažení tohoto cíle použijeme syntetické komplexy CDK1/2 s cyklinem B ve spojení i) s vyřazením endogenní CDK1 prostřednictvím RNAi a ii) s farmakologickou modulací jejich aktivit. Souběžně bychom chtěli analyzovat specifitu CDKs a jejich inhibitorů při fosforylaci androgenního receptoru (AR). AR je steroidní hormon, který je zahrnut v mnoha buněčných procesech a jeho inhibice je důležitá při terapii rakoviny prostaty. Naší snahou bude prozkoumat fosforylaci AR prostřednictvím i) modulace aktivit CDKs/cyklin B komplexů a ii) chemickou inhibicí CDK.;Univerzita Palackého v Olomouci / Přírodovědecká fakulta;CZ;1793411;Mgr.;Radek;Jorda;Vladimír;Kryštof;9961216;0000-0001-5838-2118;B-9499-2009;;;;;;;
Ledovce pokrývají 10% povrchu Země a představují soubor ekosystémů s mikroorganismy v hlavní roli. Subglaciální (podledovcové) ekosystémy obsahují velké zásoby organického uhlíku překrytého během zaledňování, ovšem v současné době jsou ohrožené změnou klimatu. Rozsáhlá území jsou každým rokem odhalena ustupujícími ledovci a velká množství subglaciálního sedimentu vymývána tavnými vodami. To může mít značný dopad na regionální cyklus uhlíku. Navrhovaný výzkumný projekt je zaměřen na přeměny subglaciálního uhlíku, především během mikrobiálních procesů, a faktory ovlivňující tyto procesy. Vzorky subglaciálních sedimentů budou odebrány z ledovců různého stáří a velikosti pro laboratorní analýzy a experimenty testující hypotézu, že tání ledovců mění regionální toky uhlíků díky mobilizaci subglaciálních rezervoárů a zvýšené mikrobiální aktivitě.;Univerzita Karlova / Přírodovědecká fakulta;CZ;6675085;Mgr.;Jakub;Žárský;;;;;;;;;;;;
"Projekt se zabývá dějinami industriální architektury v českých zemích v letech 1848 - 1914, zejména výstavbou továrních budov v menších průmyslových centrech. Nejedná se o zkoumání jejich uměleckého přínosu, nýbrž o výstavbu textilních továren v severočeských, slezských a moravských městech v souvislosti s probíhající industrializací a rozvojem tovární výroby. Projekt se ptá, za jakých historických podmínek se v českých zemích začaly stavět textilní továrny; kdo jejich výstavbu inicioval, projektoval a realizoval. Projekt klade důraz na historické okolnosti vzniku stavebních návrhů, plánů výkresů továrních budov, které samotné výstavbě předcházely. Zajímá se o to, zda byly výsledkem kulturního tranferu mezi střední a západní Evropou nebo zda vycházely z místních poměrů a tradic. Předmětem zkoumání budou také expertní diskuse kolem výstavby, zejména do jaké míry se v nich promítaly představy o vnějším a vnitřním uspořádání továrních budov; členění vnitřního prostoru, hygienických podmínek, osvětlení a umístění strojového zařízení.";Masarykův ústav a Archiv AV ČR, v. v. i.;CZ;3021394;Mgr.;Zdeněk;Nebřenský;Miloš;Havelka;2222590;0000-0002-7556-4834;;55875940600;;;;;;
Polycytémie vera (PV) je způsobena klonální proliferací multipotentní hematopoietické kmenové buňky, pro kterou je charakteristická získaná mutace JAK2 V617F, nicméně ta představuje jen část klonálního vývoje samotného onemocnění. Zatím nebylo objasněno které mutace přesně přispívají k fenotypu, klonální evoluci nebo transformaci onemocnění. S pomocí indukovaných pluripotentních kmenových buněk (iPSCs) derivovaných z CD34+ buněk PV pacientky budeme analyzovat, jak různé mutace přispívají k patogenezi a progresi PV. Budeme zkoumat, zda EPO-hypersensitivita JAK2 V617F negativních erytroidních kolonií je výsledkem aktivace funkčně se překrývajících, JAK2/STAT5-asociovaných signálních drah a jakou roli zde hrají další mutace. Budeme také studovat, jak PV iPSCs v pluripotentním stavu a během diferenciace aktivují kontrolní body buněčného cyklu a tumor supresorové signální dráhy a jak inaktivace vybraných nádorových supresorů ovlivňuje osud a růst myeloidních progenitorových buněk diferencovaných z PV iPSCs.;Ústav molekulární genetiky AV ČR, v. v. i.;CZ;1113992;Ing.;Lucie;Láníková;Vladimír ;Divoký;2328356;0000-0003-0202-245X;;;;;;;;
Scintilační materiály slouží k transformaci energie ionizujícího záření, urychlených nabitých částic nebo neutronů na fotony viditelného světla, nebo UV-VUV záření, které je dále detegováno fotodetektory, např. fotodidou či fotonásobičem. Náplní projektu je zavedení v ČR dosud neexistující metody „micropulling down“ pro růst optických krystalů v laboratořích FZÚ, příprava a optimalizace parametrů materiálových systémů na bázi aluminiových a multikomponentních  granátů pro detekci gama či rentgenového  záření využívající rychlou 5d-4f luminiscenci iontů Ce3+ či Pr3+.  Strategie optimalizace spočívá v kodopování materiálů divalentními ionty. Dále budou vyvíjeny  nové materiálové systémy pro detekci tepelných neutronů na bázi krystalů LiAlO2 využívající jaderné reakce neutronů s jádrem 6Li a dopované 5s2  luminiscenčními ionty In+ a Sn2+. Budou studovány jak praktické charakteristiky tak základní fyzikální procesy přenosu a záchytu energie ve scintilačním mechanismu. Výzkumné práce budou podpořeny spoluprací s Tohoku University v Japonsku, kde navrhovatel dlouhodobě působil.;Fyzikální ústav AV ČR, v. v. i.;CZ;7547544;Ing.;Jan;Pejchal;;;;;;;;;;;;
